epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
85,7632.09,1.01785,0.43347,1.09677,0.93861,0.96344,0.985,0.68332,1.17835,0.41995,1.29209,0.00837578,0.00837578,0.00837578
86,7840.02,1.01654,0.43259,1.09113,0.93875,0.9638,0.98486,0.66815,1.23132,0.42949,1.33341,0.00835645,0.00835645,0.00835645
87,7893,1.01624,0.43562,1.09662,0.94211,0.96735,0.98665,0.70558,1.11421,0.40395,1.24608,0.00833711,0.00833711,0.00833711
88,7937.3,1.0235,0.43897,1.09713,0.93845,0.96521,0.98507,0.67919,1.20057,0.42433,1.31365,0.00831777,0.00831777,0.00831777
89,7979.95,1.01999,0.43707,1.09242,0.93652,0.96913,0.98564,0.6737,1.22868,0.42729,1.33151,0.00829844,0.00829844,0.00829844
90,8023.67,1.01299,0.43335,1.09357,0.94212,0.96583,0.9863,0.71005,1.09547,0.40134,1.22567,0.0082791,0.0082791,0.0082791
91,8068.54,1.00878,0.43339,1.08928,0.94021,0.96192,0.98455,0.68411,1.17709,0.41886,1.28994,0.00825977,0.00825977,0.00825977
92,8121.81,1.01484,0.43351,1.09138,0.93885,0.96413,0.98548,0.68317,1.18819,0.42332,1.29606,0.00824043,0.00824043,0.00824043
93,8166.87,1.00838,0.43262,1.08248,0.93731,0.96786,0.98543,0.68351,1.17988,0.41811,1.29062,0.00822109,0.00822109,0.00822109
94,8215.41,1.00823,0.43097,1.08329,0.9331,0.96837,0.9851,0.69637,1.14776,0.41543,1.26279,0.00820176,0.00820176,0.00820176
95,8264.99,1.00347,0.43457,1.08888,0.94019,0.9664,0.98543,0.7092,1.10505,0.40098,1.23434,0.00818242,0.00818242,0.00818242
96,8314.07,1.01582,0.43403,1.09209,0.94127,0.9668,0.98665,0.71405,1.07411,0.40088,1.20974,0.00816309,0.00816309,0.00816309
